settlement_type,old_name,new_name,raion,oblast,date_rename,decision_rename,who_rename,decision-publish_rename,vidomosti
село,Харсики,Харсіки,Чорнухинський,Полтавська,28.02.1995,,Полтавська обласна рада,14.03.1995,"11, стор. 236-237"
село,Хащоване,Хащованя,Сколівський,Львівська,19.09.1989,,Львівська обласна рада,24.10.1989,"43, стор. 618"
село,Хитар,Хітар,Сколівський,Львівська,19.09.1989,,Львівська обласна рада,24.10.1989,"43, стор. 618"
село,Хілін,Хилін,Дубровицький,Рівненська,29.05.2009,,Рівненська обласна рада,17.07.2009,"29, стор.1081-1082"
село,Хлани,Хляни,Яворівський,Львівська,19.09.1989,,Львівська обласна рада,24.10.1989,"43, стор. 618"
село,Хмільне,Хмільно,Радехівський,Львівська,19.09.1989,,Львівська обласна рада,24.10.1989,"43, стор. 617-618"
село,Хмільове,Берлин,Городоцький,Львівська,15.12.1992,2856-XII,Верховна Рада України,09.02.1993,"6, ст. 46"
село,Холодіївка,Байдаківка,П'ятихатський,Дніпропетровська,19.05.2016,"1377-VIII, ч. 1",Верховна Рада України,10.06.2016,"24, ст  497"
село,Холодноводківка,Холодновідка,Пустомитівський,Львівська,19.09.1989,,Львівська обласна рада,24.10.1989,"43, стор. 617-618"
село,Хрінів,Хренів,Кам'янка-Бузький,Львівська,19.09.1989,,Львівська обласна рада,24.10.1989,"43, стор. 617-618"
село,Худлове,Худльово,Ужгородський,Закарпатська,23.12.1992,,Закарпатська обласна рада,20.04.1993,"16, стор.430"
село,Цвіклівці,Цвіклівці Другі,Кам'янець-Подільський,Хмельницька,04.03.1987,,Хмельницька обласна рада,31.03.1987,"13, стор. 191-192"
село,Цвіклівці,Цвіклівці Перші,Кам'янець-Подільський,Хмельницька,04.03.1987,,Хмельницька обласна рада,31.03.1987,"13, стор. 191-192"
село,Цебрівка,Цебрів,Сокальський,Львівська,19.09.1989,,Львівська обласна рада,24.10.1989,"43, стор. 618"
село,Цеглівка,Тийглаш,Ужгородський,Закарпатська,02.03.1995,137/95-ПВ,Верховна Рада України,04.04.1995,"14, ст. 98"
село,Ценява,Цінева,Рожнятівський,Івано-Франківська,21.05.1990,,Івано-Франківська обласна рада,24.07.1990,"30, стор. 592"
село,Цикове,Левадне,Покровський,Дніпропетровська,17.03.2016,1037-VIII,Верховна Рада України,08.04.2016,15. ст. 154
село,Цюрупи,Тернове,Голованівський,Кіровоградська,04.02.2016,984-VIII,Верховна Рада України,26.02.2016,"9, ст. 96"
місто,Цюрупинськ,Олешки,Олешківський,Херсонська,19.05.2016,1377-VIII. ч. 6,Верховна Рада України,10.06.2016,"24, ст. 497"
місто,Цюрупинськ,Олешки,Цюрупинський,Херсонська,19.05.2016,1377-VIII. ч. 6,Верховна Рада України,10.06.2016,"24, ст. 497"
селище,Цюрупинськ,Пойма,Олешківський,Херсонська,19.05.2016,1377-VIII. ч. 6,Верховна Рада України,10.06.2016,"24, ст. 497"
селище,Цюрупинськ,Пойма,Цюрупинський,Херсонська,19.05.2016,1377-VIII. ч. 6,Верховна Рада України,10.06.2016,"24, ст. 497"
селище,Цюрупинськ,Цюрупинськ,Цюрупинський,Херсонська,19.05.2016,1377-VIII. ч. 6,Верховна Рада України,10.06.2016,"24, ст. 497"
селище,Чапаєва,Роздольне,Чугуївський,Харківська,04.02.2016,984-VIII,Верховна Рада України,26.02.2016,"9, ст. 96"
село,Чапаєве,Воробіївка,Великомихайлівський,Одеська,19.05.2016,1377-VIII. ч. 5,Верховна Рада України,10.06.2016,"24, ст. 497"
смт,Чапаєве,Слобожанське,Кегичівський,Харківська,04.02.2016,984-VIII,Верховна Рада України,26.02.2016,"9, ст. 96"
село,Чапаєве,Вишневе,Красноградський,Харківська,04.02.2016,984-VIII,Верховна Рада України,26.02.2016,"9, ст. 96"
село,Чапаєве,Лісове,Поліський,Київська,04.02.2016,984-VIII,Верховна Рада України,26.02.2016,"9, ст. 96"
село,Чапаєве,Нові Хоменки,Шаргородський,Вінницька,19.05.2016,1374-VIII,Верховна Рада України,10.06.2016,"24, ст. 494"
село,Чапаєве,Тихе,Біляївський,Одеська,12.05.2016,"1353-VIII, ч. 3",Верховна Рада України,03.06.2016,"23, ст. 479"
село,Чапаєве,Степове,Кобеляцький,Полтавська,12.05.2016,"1353-VIII, ч. 3",Верховна Рада України,03.06.2016,"23, ст. 479"
село,Чапаєве,Петрівка,Чутівський,Полтавська,19.05.2016,1377-VIII. ч. 5,Верховна Рада України,10.06.2016,"24, ст. 497"
село,Чапаєвка,Залізничне,Ровеньки,Луганська,12.05.2016,"1351-VIII, ч. 2",Верховна Рада України,03.06.2016,"23, ст. 477"
село,Чапаєвка,Малинівка,Семенівський,Полтавська,17.03.2016,1037-VIII,Верховна Рада України,08.04.2016,"15, ст. 154"
село,Чапаєвка,Степове,Криворізький,Дніпропетровська,12.05.2016,"1353-VIII, ч. 1",Верховна Рада України,03.06.2016,"23, ст. 479"
село,Чапаєвка,Благодатне,Токмацький,Запорізька,12.05.2016,"1353-VIII, ч. 2",Верховна Рада України,03.06.2016,"23, ст. 479"
село,Чапаєвка,Миколаївка,Лугинський,Житомирська,12.05.2016,"1353-VIII, ч. 2",Верховна Рада України,03.06.2016,"23, ст. 479"
село,Чапаєвка,Тарасівка,Вільнянський,Запорізька,12.05.2016,"1353-VIII, ч. 2",Верховна Рада України,03.06.2016,"23, ст. 479"
село,Чапаєвка,Калинове,Таращанський,Київська,04.02.2016,984-VIII,Верховна Рада України,26.02.2016,"9, ст. 96"
селище,Чапаєвка,Садове,Менський,Чернігівська,04.02.2016,984-VIII,Верховна Рада України,26.02.2016,"9, ст. 96"
