settlement_type,old_name,new_name,raion,oblast,date_rename,decision_rename,who_rename,decision-publish_rename,vidomosti
село,Маринівка,Маринове,Березівський,Одеська,25.11.1991,,Одеська обласна рада,08.01.1992,"1, стр. 15-16"
село,Маринопіль,Маріямпіль,Галицький,Івано-Франківська,05.02.2004,1468-IV,Верховна Рада України,26.03.2004,"13, ст.188"
село,Марксове,Монастирське,Немирівський,Вінницька,19.05.2016,"1377-VIII, ч. 1",Верховна Рада України,10.06.2016,"24, ст  497"
село,Матієве,Матійово,Виноградівський,Закарпатська,06.04.1995,,Закарпатська обласна рада,06.06.1995,"23, стор. 515-516"
село,Матроська,Матроска,Ізмаїльський,Одеська,07.09.2016,1497-VIII,Верховна Рада України,23.09.2016,"39, ст. 606"
село,Маяки,Княгининок,Луцький,Волинська,19.05.2016,"1377-VIII, ч. 1",Верховна Рада України,10.06.2016,"24, ст  497"
смт,Медениця,Меденичі,Дрогобицький,Львівська,23.10.1989,8295-XI,Верховна Рада України,01.12.1989,"45, ст.620"
село,Межиріччя,Чекно,Млинівський,Рівненська,11.03.2014,863-VII,Верховна Рада України,04.04.2014,"14, ст. 313"
село,Межиріччя,Чудей,Сторожинецький,Чернівецька,06.04.1995,204/95-ПВ,Верховна Рада України,18.04.1995,"16, ст. 119"
село,Мелекине,Мелекіне,Першотравневий,Донецька,28.04.2009,,Донецька обласна рада,14.08.2009,"32-33, стор.1252"
село,Мельникове,Мельники,Липоводолинський,Сумська,13.05.2015,402-VIII,Верховна Рада України,19.06.2015,"25, ст. 205"
село,Менжинка,Широке,Софіївський,Дніпропетровська,17.03.2016,1037-VIII,Верховна Рада України,08.04.2016,15. ст. 154
село,Менжинське,Приміське,Нікопольський,Дніпропетровська,12.05.2016,"1353-VIII, ч. 1",Верховна Рада України,03.06.2016,"23, ст. 479"
село,Мефодівка,Мефедівка,Середино-Будський,Сумська,09.07.2009,,Сумська обласна рада,11.09.2009,"36-37, стор.1442"
село,Микитюки,Микити,Бродівський,Львівська,19.09.1989,,Львівська обласна рада,24.10.1989,"43, стор. 617-618"
місто,Мирноград,Мирноград,Мирноград,Донецька,08.06.2016,,Донецька обласна рада,12.08.2016,"33, с. 31"
село,Михайлівка,Криниці,Олександрівський,Донецька,16.12.1987,5031-XI,Верховна Рада України,29.12.1987,"52, ст. 1032"
село,Міжгір'я,Унів,Перемишлянський,Львівська,15.05.2003,817-IV,Верховна Рада України,05.09.2003,"36, ст.290"
село,Міжгір'я,Монастирок,Борщівський,Тернопільська,20.04.1992,2279-XII,Верховна Рада України,28.07.1992,"30, ст. 431"
село,Мізікевича,Лиманка,Овідіопольський,Одеська,19.05.2016,1377-VIII. ч. 5,Верховна Рада України,10.06.2016,"24, ст. 497"
село,Мілява,Миляво,Жовківський,Львівська,18.12.1990,,Львівська обласна рада,03.03.1992,"9, стор. 252-253"
село,Мінеральне,Тисаашвань,Ужгородський,Закарпатська,22.02.1991,765-XII,Верховна Рада України,19.03.1991,"12, ст. 135"
село,Міхова,Мігово,Старосамбірський,Львівська,19.09.1989,,Львівська обласна рада,24.10.1989,"43, стор. 618"
село,Молодава Друга,Молодаво Друге,Дубенський,Рівненська,23.09.2008,581-VI,Верховна Рада України,06.02.2009,"6, ст.64"
село,Молодава Перша,Молодаво Перше,Дубенський,Рівненська,23.09.2008,581-VI,Верховна Рада України,06.02.2009,"6, ст.64"
село,Молодава Третя,Молодаво Третє,Дубенський,Рівненська,23.09.2008,581-VI,Верховна Рада України,06.02.2009,"6, ст.64"
село,Мопрівське,Багате,Солонянський,Дніпропетровська,12.05.2016,"1353-VIII, ч. 1",Верховна Рада України,03.06.2016,"23, ст. 479"
село,Моранці,Мор'янці,Яворівський,Львівська,19.09.1989,,Львівська обласна рада,24.10.1989,"43, стор. 618"
село,Мостиська Друга,Мостиська Другі,Мостиський,Львівська,28.02.2013,,Львівська обласна рада,20.04.1993,"16, с. 431"
село,Мостиська Друга,Мостиська Другі,Мостиський,Львівська,21.12.1992,,Львівська обласна рада,20.04.1993,"16, стор. 431"
село,Моцошин,Мацошин,Жовківський,Львівська,18.12.1990,,Львівська обласна рада,03.03.1992,"9, стор. 252-253"
село,Мужієве,Мужієво,Берегівський,Закарпатська,23.12.1992,,Закарпатська обласна рада,20.04.1993,"16, стор.430"
місто,Мукачеве,Мукачево,Мукачево,Закарпатська,23.05.2017,2065-VIII,Верховна Рада України,16.06.2017,"24, ст. 282"
село,Мусорівка,Мосорівка,Заставнівський,Чернівецька,20.12.2005,3243-IV,Верховна Рада України,10.02.2006,"5-6, ст.83"
село,М'ятин,Мятин,Млинівський,Рівненська,29.05.2009,,Рівненська обласна рада,17.07.2009,"29, стор.1081-1082"
село,Назаренкове,Чортовець,Городенківський,Івано-Франківська,11.06.1993,3278-XII,Верховна Рада України,20.07.1993,"29, ст. 317"
село,Нанкове,Нанково,Хустський,Закарпатська,06.04.1995,,Закарпатська обласна рада,06.06.1995,"23, стор. 516"
село,Негрове,Негрово,Іршавський,Закарпатська,06.04.1995,,Закарпатська обласна рада,06.06.1995,"23, стор. 515-516"
село,Недільня,Недільна,Старосамбірський,Львівська,19.09.1989,,Львівська обласна рада,24.10.1989,"43, стор. 618"
село,Незаможне,Вертеча,Ріпкинський,Чернігівська,12.05.2016,"1353-VIII, ч. 5",Верховна Рада України,03.06.2016,"23, ст. 479"
селище,Незаможник,Гранітне,Казанківський,Миколаївська,19.05.2016,"1377-VIII, ч. 4",Верховна Рада України,10.06.2016,"24, ст. 497"
селище,Незаможник,Хрестівка,Городищенський,Черкаська,19.05.2016,"1377-VIII, ч. 7",Верховна Рада України,10.06.2016,"24, ст. 497"
село,Незаможник,Заможне,Великомихайлівський,Одеська,12.05.2016,"1353-VIII, ч. 3",Верховна Рада України,03.06.2016,"23, ст. 479"
село,Неліпине,Неліпино,Свалявський,Закарпатська,06.04.1995,,Закарпатська обласна рада,06.06.1995,"23, стор. 515-516"
місто,Нестеров,Жовква,Нестеровський,Львівська,11.10.1991,1652-XII,Верховна Рада України,17.12.1991,"51, ст. 723"
село,Нетяжине,Нетяжино,Прилуцький,Чернігівська,05.06.2009,,Чернігівська обласна рада,17.07.2009,"29, стор.1082"
село,Нижнє Гусине,Нижнє Гусне,Турківський,Львівська,03.06.2008,,Львівська обласна рада,18.07.2008,29. стор.750
село,Нижні Острожки,Нижні Отрожки,Джанкойський,Автономна Республіка Крим,23.11.2012,,Верховна Рада Автономної Республіки Крим,23.11.2012,"46-47, стор. 2092"
село,Нижній Іванів,Івачів Долішній,Тернопільський,Тернопільська,18.03.1991,848-XII,Верховна Рада України,09.04.1991,"15, ст. 185"
село,Нижня Луковиця,Нижня Лукавиця,Стрийський,Львівська,18.12.1990,,Львівська обласна рада,03.03.1992,"9, стор. 253-254"
село,Нижня Солотвина,Нижнє Солотвино,Ужгородський,Закарпатська,06.04.1995,,Закарпатська обласна рада,06.06.1995,"23, стор. 516"
село,Нова Тернавщина,Нова Тарнавщина,Прилуцький,Чернігівська,05.06.2009,,Чернігівська обласна рада,17.07.2009,"29, стор.1082"
село,Нове Давидкове,Нове Давидково,Мукачівський,Закарпатська,06.04.1995,,Закарпатська обласна рада,06.06.1995,"23, стор. 515-516"
село,Нове Жовтневе,Новий Каракурт,Болградський,Одеська,12.05.2016,"1353-VIII, ч. 3",Верховна Рада України,03.06.2016,"23, ст. 479"
село,Нове Село,Шенборн,Мукачівський,Закарпатська,02.03.1995,137/95-ПВ,Верховна Рада України,04.04.1995,"14, ст. 98"
село,Нове Село,Берегуйфалу,Берегівський,Закарпатська,21.09.1991,1592-XII,Верховна Рада України,03.12.1991,"49, ст. 698"
місто,Новий Роздол,Новий Розділ,Новий Роздол,Львівська,24.03.1992,2219-XII,Верховна Рада України,30.06.1992,"26, ст. 374"
село,Новобарове,Новобарово,Тячевський,Закарпатська,06.04.1995,,Закарпатська обласна рада,06.06.1995,"23, стор. 516"
село,Новогригорівське,Плавське,Генічеський,Херсонська,31.12.1987,5136-XI,Верховна Рада України,12.01.1988,"2, ст.19"
село,Новокомсомольське,Приморське,Печенізький,Харківська,04.02.2016,984-VIII,Верховна Рада України,26.02.2016,"9, ст. 96"
село,Новомар'ївка,Новомар'янівка,Апостолівський,Дніпропетровська,18.04.1991,,Дніпропетровська обласна рада,11.06.1991,"24, стор.637"
село,Новомарківка,Рунгури,Коломийський,Івано-Франківська,11.06.1993,3278-XII,Верховна Рада України,20.07.1993,"29, ст. 317"
село,Новомосковське,Ситаєве,Долинський,Кіровоградська,04.02.2016,984-VIII,Верховна Рада України,26.02.2016,"9, ст. 96"
село,Новопетрівське,Тернове,Покровський,Дніпропетровська,19.05.2016,"1377-VIII, ч. 1",Верховна Рада України,10.06.2016,"24, ст  497"
село,Новопетрівське,Садове,Амвросіївський,Донецька,12.05.2016,"1351-VIII, ч. 1",Верховна Рада України,03.06.2016,"23, ст. 477"
село,Новопетрівське,Вільхівчик,Амвросіївський,Донецька,12.05.2016,"1351-VIII, ч. 1",Верховна Рада України,03.06.2016,"23, ст. 477"
село,Новопетровське,Миронове,Межівський,Дніпропетровська,19.05.2016,"1377-VIII, ч. 1",Верховна Рада України,10.06.2016,"24, ст  497"
село,Новопролетарське,Зоряне,Магдалинівський,Дніпропетровська,12.05.2016,"1353-VIII, ч. 1",Верховна Рада України,03.06.2016,"23, ст. 479"
село,Новосілка,Новокарлівка,Пологівський,Запорізька,18.03.1991,846-XII,Верховна Рада України,09.04.1991,"15, ст. 183"
село,Новосілка,Новосілки,Золочівський,Львівська,19.09.1989,,Львівська обласна рада,24.10.1989,"43, стор. 617-618"
село,Новосілки,Нове Село,Дрогобицький,Львівська,11.10.1989,8233-XI,Верховна Рада України,24.10.1989,"43, ст. 600"
село,Новоукраїнка,Варяж,Сокальський,Львівська,11.10.1989,8233-XI,Верховна Рада України,24.10.1989,"43, ст. 600"
місто,Новояворівське,Новояворівськ,Яворівський,Львівська,03.06.2008,316-VI,Верховна Рада України,25.07.2008,"30, ст.267"
село,Носівка,Носівки,Чуднівський,Житомирська,25.05.2009,,Житомирська обласна рада,17.07.2009,"29, стор.1081"
село,Носовиця,Нова Носовиця,Дубенський,Рівненська,23.09.2008,581-VI,Верховна Рада України,06.02.2009,"6, ст.64"
село,Оборона Рад,Райдужне,Новосанжарський,Полтавська,12.05.2016,"1353-VIII, ч. 3",Верховна Рада України,03.06.2016,"23, ст. 479"
село,Озерне,Лука,Самбірський,Львівська,21.12.2000,2195-III,Верховна Рада України,20.03.2001,"11, ст.58"
селище,Октябр,Благодатне,Великоновосілківський,Донецька,04.02.2016,984-VIII,Верховна Рада України,26.02.2016,"9, ст. 96"
село,Октябр,Верхньошироківське,Новоазовський,Донецька,12.05.2016,"1351-VIII, ч. 1",Верховна Рада України,03.06.2016,"23, ст. 477"
село,Октябрське,Чирилянське,Бойківський,Донецька,12.05.2016,"1351-VIII, ч. 1",Верховна Рада України,03.06.2016,"23, ст. 477"
село,Октябрське,Октябрське,Бойківський,Донецька,12.05.2016,"1351-VIII, ч. 1",Верховна Рада України,03.06.2016,"23, ст. 477"
село,Октябрське,Кисличе,Донецьк,Донецька,12.05.2016,"1351-VIII, ч. 1",Верховна Рада України,03.06.2016,"23, ст. 477"
село,Октябрське,Олександрівське,Бойківський,Донецька,12.05.2016,"1351-VIII, ч. 1",Верховна Рада України,03.06.2016,"23, ст. 477"
село,Октябрське,Зарічне,Путивльський,Сумська,17.03.2016,1037-VIII,Верховна Рада України,08.04.2016,"15, ст. 154"
село,Октябрське,Вишневе,Новоукраїнський,Кіровоградська,17.03.2016,1037-VIII,Верховна Рада України,08.04.2016,"15, ст. 154"
село,Октябрське,Маячка,Слов'янський,Донецька,17.03.2016,1037-VIII,Верховна Рада України,08.04.2016,15. ст. 154
село,Октябрське,Максимівка,Синельниківський,Дніпропетровська,17.03.2016,1037-VIII,Верховна Рада України,08.04.2016,15. ст. 154
селище,Октябрське,Керменчик,Великоновосілківський,Донецька,04.02.2016,984-VIII,Верховна Рада України,26.02.2016,"9, ст. 96"
село,Октябрське,Криничне,Володарський,Донецька,04.02.2016,984-VIII,Верховна Рада України,26.02.2016,"9, ст. 96"
село,Октябрське,Стрітенка,Волноваський,Донецька,04.02.2016,984-VIII,Верховна Рада України,26.02.2016,"9, ст. 96"
село,Октябрське,Іванівське,Красноградський,Харківська,12.05.2016,"1353-VIII, ч. 4",Верховна Рада України,03.06.2016,"23, ст. 479"
село,Октябрське,Шахове,Добропільський,Донецька,12.05.2016,"1353-VIII, ч. 2",Верховна Рада України,03.06.2016,"23, ст. 479"
село,Октябрське,Українське,Криничанський,Дніпропетровська,12.05.2016,"1353-VIII, ч. 1",Верховна Рада України,03.06.2016,"23, ст. 479"
село,Октябрщина,Ольгине,Ямпільський,Сумська,19.05.2016,1377-VIII. ч. 6,Верховна Рада України,10.06.2016,"24, ст. 497"
село,Оленеве,Оленьово,Свалявський,Закарпатська,06.04.1995,,Закарпатська обласна рада,06.06.1995,"23, стор. 515-516"
місто,Олешки,Олешки,Олешківський,Херсонська,30.06.2016,,Херсонська обласна рада,31.03.2017,"13, с. 20"
село,Олизарівка,Олізарівка,Іванківський,Київська,09.04.2009,,Київська обласна рада,14.08.2009,"32-33, стор.1252"
село,Онишки,Онішки,Оржицький,Полтавська,25.03.2008,,Полтавська обласна рада,06.06.2008,"23, стор.632"
село,Оплицьке,Опліцько,Радехівський,Львівська,19.09.1989,,Львівська обласна рада,24.10.1989,"43, стор. 617-618"
село,Орджонікідзе,Садове,Гайворонський,Кіровоградська,17.03.2016,1037-VIII,Верховна Рада України,08.04.2016,"15, ст. 154"
село,Орджонікідзе,Романівка,Поліський,Київська,04.02.2016,984-VIII,Верховна Рада України,26.02.2016,"9, ст. 96"
місто,Орджонікідзе,Покров,Покров,Дніпропетровська,17.03.2016,1037-VIII,Верховна Рада України,08.04.2016,15. ст. 154
село,Орджонікідзе,Орджонікідзе,Дніпровський,Дніпропетровська,19.05.2016,"1377-VIII, ч. 1",Верховна Рада України,10.06.2016,"24, ст  497"
село,Орджонікідзе,Новотаромське,Дніпровський,Дніпропетровська,19.05.2016,"1377-VIII, ч. 1",Верховна Рада України,10.06.2016,"24, ст  497"
село,Орджонікідзе,Армашівка,Ширяївський,Одеська,12.05.2016,"1353-VIII, ч. 3",Верховна Рада України,03.06.2016,"23, ст. 479"
село,Орджонікідзе,Шевченківське,Криворізький,Дніпропетровська,12.05.2016,"1353-VIII, ч. 1",Верховна Рада України,03.06.2016,"23, ст. 479"
село,Орджонікідзе,Степове,Нікопольський,Дніпропетровська,12.05.2016,"1353-VIII, ч. 1",Верховна Рада України,03.06.2016,"23, ст. 479"
селище,Орджонікідзе,Орджонікідзе,Сорокинський,Луганська,12.05.2016,"1351-VIII, ч. 2",Верховна Рада України,03.06.2016,"23, ст. 477"
селище,Орджонікідзе,Нижня Шевирівка,Сорокинський,Луганська,12.05.2016,"1351-VIII, ч. 2",Верховна Рада України,03.06.2016,"23, ст. 477"
село,Оріхівчик,Орихівчик,Бродівський,Львівська,19.09.1989,,Львівська обласна рада,24.10.1989,"43, стор. 617-618"
село,Орлівське,Орловське,Тельманівський,Донецька,18.06.2009,,Донецька обласна рада,17.07.2009,"29, стор.1081"
селище,Орлянське,Орлянка,Куп'янський,Харківська,25.06.2009,,Харківська обласна рада,14.08.2009,"32-33, стор.1252"
селище,Орлянське,Орлянка,Куп'янський,Харківська,25.06.2009,,Харківська обласна рада,14.08.2009,"32-33, стор.1252"
село,Оросієве,Оросієво,Берегівський,Закарпатська,23.12.1992,,Закарпатська обласна рада,20.04.1993,"16, стор.430"
село,Острівчик-Пільний,Острівчик-Пильний,Буський,Львівська,18.12.1990,,Львівська обласна рада,03.03.1992,"9, стор. 251"
село,Островок,Острівок,Сокальський,Львівська,19.09.1989,,Львівська обласна рада,24.10.1989,"43, стор. 618"
село,Островського,Костянтинопольське,Мар'їнський,Донецька,19.05.2016,"1377-VIII, ч. 2",Верховна Рада України,10.06.2016,"24, ст. 497"
смт,Отиня,Отинія,Коломийський,Івано-Франківська,02.10.1989,8201-XI,Верховна Рада України,17.10.1989,"42, ст. 578"
село,Охиньки,Охіньки,Прилуцький,Чернігівська,03.02.2009,,Чернігівська обласна рада,20.03.2009,"12, стор.440"
село,Охрімівці,Охримівці,Збаразький,Тернопільська,17.03.1995,,Тернопільська обласна рада,10.05.1995,"19, стор. 441-442"
село,Павлове,Палло,Ужгородський,Закарпатська,02.03.1995,137/95-ПВ,Верховна Рада України,04.04.1995,"14, ст. 98"
село,Павлове,Павлово,Свалявський,Закарпатська,06.04.1995,,Закарпатська обласна рада,06.06.1995,"23, стор. 515-516"
село,Павшин,Павшино,Мукачівський,Закарпатська,06.04.1995,,Закарпатська обласна рада,06.06.1995,"23, стор. 515-516"
село,Пазинаки,Пазиняки,Яворівський,Львівська,19.09.1989,,Львівська обласна рада,24.10.1989,"43, стор. 618"
село,Пальчишини,Панчишини,Жовківський,Львівська,18.12.1990,,Львівська обласна рада,03.03.1992,"9, стор. 252-253"
село,Паляниця,Поляниця,Яремче,Івано-Франківська,19.09.2008,,Івано-Франківська обласна рада,31.10.2008,"44, стор. 2308"
село,Пам'ять Ілліча,Новоукраїнське,Апостолівський,Дніпропетровська,12.05.2016,"1353-VIII, ч. 1",Верховна Рада України,03.06.2016,"23, ст. 479"
селище,Пам'ять Комунарів,Святомиколаївка,Вітовський,Миколаївська,19.05.2016,"1377-VIII, ч. 4",Верховна Рада України,10.06.2016,"24, ст. 497"
селище,Пам'ять Комунарів,Святомиколаївка,Жовтневий,Миколаївська,19.05.2016,"1377-VIII, ч. 4",Верховна Рада України,10.06.2016,"24, ст. 497"
село,Пам'ять Леніна,Загорівка,Менський,Чернігівська,04.02.2016,984-VIII,Верховна Рада України,26.02.2016,"9, ст. 96"
село,Панфілівка,Ільїне,Чернігівський,Запорізька,19.05.2016,"1377-VIII, ч. 2",Верховна Рада України,10.06.2016,"24, ст. 497"
село,Панькові,Панькова,Бродівський,Львівська,19.09.1989,,Львівська обласна рада,24.10.1989,"43, стор. 617-618"
село,Паризька Комуна,Польове,Гребінківський,Полтавська,17.03.2016,1037-VIII,Верховна Рада України,08.04.2016,"15, ст. 154"
село,Партизани,Новопавлівка,Приморський,Запорізька,19.05.2016,"1377-VIII, ч. 2",Верховна Рада України,10.06.2016,"24, ст. 497"
смт,Партизани,Рикове,Генічеський,Херсонська,12.05.2016,"1353-VIII, ч. 4",Верховна Рада України,03.06.2016,"23, ст. 479"
село,Пархоменко,Макарів Яр,Сорокинський,Луганська,12.05.2016,"1351-VIII, ч. 2",Верховна Рада України,03.06.2016,"23, ст. 477"
село,Пархоменко,Пархоменко,Сорокинський,Луганська,12.05.2016,"1351-VIII, ч. 2",Верховна Рада України,03.06.2016,"23, ст. 477"
село,Пацканьове,Пацканьово,Ужгородський,Закарпатська,06.04.1995,,Закарпатська обласна рада,06.06.1995,"23, стор. 516"
село,Первомайськ,Травневе,Сватівський,Луганська,04.02.2016,984-VIII,Верховна Рада України,26.02.2016,"9, ст. 96"
село,Передбір'я,Передвір'я,Яворівський,Львівська,19.09.1989,,Львівська обласна рада,24.10.1989,"43, стор. 618"
село,Перемислівці,Перемисловичі,Сокальський,Львівська,19.09.1989,,Львівська обласна рада,24.10.1989,"43, стор. 618"
село,Перемога,Опільсько,Сокальський,Львівська,11.10.1989,8233-XI,Верховна Рада України,24.10.1989,"43, ст. 600"
село,Переможне,Мшанець,Зборівський,Тернопільська,29.04.1990,9156-XI,Верховна Рада України,08.05.1990,"19, ст. 289"
смт,Пересічна,Пересічне,Дергачівський,Харківська,16.04.2013,187-VII,Верховна Рада України,20.12.2013,"51, ст. 721"
селище,Перше Травня,Озарянівка,Торецьк,Донецька,04.02.2016,984-VIII,Верховна Рада України,26.02.2016,"9, ст. 96"
селище,Перше Травня,Перше Травня,Торецьк,Донецька,04.02.2016,984-VIII,Верховна Рада України,26.02.2016,"9, ст. 96"
село,Перше Травня,Сербинівка,Гребінківський,Полтавська,13.11.1992,2773-XII,Верховна Рада України,01.12.1992,"48, ст. 666"
село,Першотравневе,Хандобоківка,Семенівський,Чернігівська,04.02.2016,984-VIII,Верховна Рада України,26.02.2016,"9, ст. 96"
смт,Першотравневе,Моквин,Березнівський,Рівненська,31.10.1990,423-XII,Верховна Рада України,13.11.1990,"46, ст. 614"
смт,Першотравневе,Мангуш,Першотравневий,Донецька,27.03.1995,169/95-ПВ,Верховна Рада України,18.04.1995,"16, ст. 117"
село,Першотравневе,Степанки,Барський,Вінницька,11.06.1993,3279-XII,Верховна Рада України,20.07.1993,"29, ст. 318"
село,Першотравневе,Вербів,Підгаєцький,Тернопільська,13.11.1992,2774-XII,Верховна Рада України,01.12.1992,"48, ст. 667"
село,Першотравневе,Боголюби,Луцький,Волинська,18.03.1991,845-XII,Верховна Рада України,09.04.1991,"15, ст. 182"
село,Першотравневе,Лешків,Сокальський,Львівська,19.10.1995,394/95-ВР,Верховна Рада України,19.09.1995,"38, ст. 293"
село,Песоцьке,Пісоцьке,Козелецький,Чернігівська,03.02.2009,,Чернігівська обласна рада,20.03.2009,"12, стор.440"
село,Пестечівське,Пестичевське,Лохвицький,Полтавська,28.02.1995,,Полтавська обласна рада,14.03.1995,"11, стор. 236-237"
село,Петрівка,Вишневе,Хорольський,Полтавська,12.05.2016,"1353-VIII, ч. 3",Верховна Рада України,03.06.2016,"23, ст. 479"
село,Петрівка,Осиново,Куп'янський,Харківська,12.05.2016,"1353-VIII, ч. 4",Верховна Рада України,03.06.2016,"23, ст. 479"
село,Петрівка,Святопетрівка,Гуляйпільський,Запорізька,12.05.2016,"1353-VIII, ч. 2",Верховна Рада України,03.06.2016,"23, ст. 479"
село,Петрівка,Морозівка,Кролевецький,Сумська,19.05.2016,1377-VIII. ч. 6,Верховна Рада України,10.06.2016,"24, ст. 497"
село,Петрівка,Хейлове,Монастирищенський,Черкаська,19.05.2016,"1377-VIII, ч. 7",Верховна Рада України,10.06.2016,"24, ст. 497"
смт,Петрівка,Петропавлівка,Станично-Луганський,Луганська,19.05.2016,"1377-VIII, ч. 3",Верховна Рада України,10.06.2016,"24, ст. 497"
село,Петрівка,Курісове,Комінтернівський,Одеська,19.05.2016,1377-VIII. ч. 5,Верховна Рада України,10.06.2016,"24, ст. 497"
село,Петрівка,Коржове,Сватівський,Луганська,19.05.2016,"1377-VIII, ч. 3",Верховна Рада України,10.06.2016,"24, ст. 497"
село,Петрівка,Махнівка,Борзнянський,Чернігівська,14.07.2016,1467-VIII,Верховна Рада України,05.08.2016,"32, ст. 562"
село,Петрівка,Берлядка,Мурованокуриловецький,Вінницька,19.05.2016,"1377-VIII, ч. 1",Верховна Рада України,10.06.2016,"24, ст  497"
село,Петрівське,Зарічне,Вовчанський,Харківська,12.05.2016,"1353-VIII, ч. 4",Верховна Рада України,03.06.2016,"23, ст. 479"
село,Петрівське,Мирне,Близнюківський,Харківська,12.05.2016,"1353-VIII, ч. 4",Верховна Рада України,03.06.2016,"23, ст. 479"
село,Петрівське,Вишневе,Бахмацький,Чернігівська,19.05.2016,1374-VIII,Верховна Рада України,10.06.2016,"24, ст. 494"
село,Петрівське,Вербки-Осокорівка,Синельниківський,Дніпропетровська,19.05.2016,"1377-VIII, ч. 1",Верховна Рада України,10.06.2016,"24, ст  497"
село,Петрівське,Зеленопілля,Запорізький,Запорізька,19.05.2016,"1377-VIII, ч. 2",Верховна Рада України,10.06.2016,"24, ст. 497"
село,Петрівське,Степове,Кам'янсько-Дніпровський,Запорізька,19.05.2016,"1377-VIII, ч. 2",Верховна Рада України,10.06.2016,"24, ст. 497"
селище,Петрівське,Нова Оленівка,Волноваський,Донецька,19.05.2016,"1377-VIII, ч. 2",Верховна Рада України,10.06.2016,"24, ст. 497"
селище,Петрівське,Степове,Ясинуватський,Донецька,19.05.2016,"1377-VIII, ч. 2",Верховна Рада України,10.06.2016,"24, ст. 497"
село,Петрівське,Вестатівка,Сватівський,Луганська,19.05.2016,"1377-VIII, ч. 3",Верховна Рада України,10.06.2016,"24, ст. 497"
село,Петрівське,Греківка,Кремінський,Луганська,19.05.2016,"1377-VIII, ч. 3",Верховна Рада України,10.06.2016,"24, ст. 497"
село,Петрівське,Дмитрівка,Вишгородський,Київська,19.05.2016,"1377-VIII, ч. 3",Верховна Рада України,10.06.2016,"24, ст. 497"
село,Петрівське,Козацьке,Петрівський,Кіровоградська,19.05.2016,"1377-VIII, ч. 3",Верховна Рада України,10.06.2016,"24, ст. 497"
село,Петрівське,Нова Маківка,Рокитнянський,Київська,19.05.2016,"1377-VIII, ч. 3",Верховна Рада України,10.06.2016,"24, ст. 497"
село,Петрівське,Полковниче,Згурівський,Київська,19.05.2016,"1377-VIII, ч. 3",Верховна Рада України,10.06.2016,"24, ст. 497"
село,Петрівське,Юшків Ріг,Таращанський,Київська,19.05.2016,"1377-VIII, ч. 3",Верховна Рада України,10.06.2016,"24, ст. 497"
село,Петрівське,Водокачка,Вітовський,Миколаївська,19.05.2016,"1377-VIII, ч. 4",Верховна Рада України,10.06.2016,"24, ст. 497"
село,Петрівське,Водокачка,Жовтневий,Миколаївська,19.05.2016,"1377-VIII, ч. 4",Верховна Рада України,10.06.2016,"24, ст. 497"
село,Петрівське,Жуковське,Ширяївський,Одеська,19.05.2016,1377-VIII. ч. 5,Верховна Рада України,10.06.2016,"24, ст. 497"
село,Петрівське,Полішпакове,Великомихайлівський,Одеська,19.05.2016,1377-VIII. ч. 5,Верховна Рада України,10.06.2016,"24, ст. 497"
село,Петрівське,Благодатне,Білозерський,Херсонська,19.05.2016,1377-VIII. ч. 6,Верховна Рада України,10.06.2016,"24, ст. 497"
село,Петрівське,Мелячиха,Білопільський,Сумська,19.05.2016,1377-VIII. ч. 6,Верховна Рада України,10.06.2016,"24, ст. 497"
село,Петрівське,Нова Шестірня,Високопільський,Херсонська,19.05.2016,1377-VIII. ч. 6,Верховна Рада України,10.06.2016,"24, ст. 497"
село,Петрівське,Хутір Дашківський,Старосинявський,Хмельницька,19.05.2016,"1377-VIII, ч. 7",Верховна Рада України,10.06.2016,"24, ст. 497"
село,Петрівське,Балинівка,Дунаєвецький,Хмельницька,19.05.2016,"1377-VIII, ч. 7",Верховна Рада України,10.06.2016,"24, ст. 497"
село,Петрівське,Бутівці,Волочиський,Хмельницька,19.05.2016,"1377-VIII, ч. 7",Верховна Рада України,10.06.2016,"24, ст. 497"
село,Петрівське,Мостище,Козелецький,Чернігівська,19.05.2016,"1377-VIII, ч. 7",Верховна Рада України,10.06.2016,"24, ст. 497"
село,Петрівське,Петрівка,Волноваський,Донецька,04.02.2016,984-VIII,Верховна Рада України,26.02.2016,"9, ст. 96"
село,Петрівське,Петрівка,Добропільський,Донецька,04.02.2016,984-VIII,Верховна Рада України,26.02.2016,"9, ст. 96"
село,Петрівське,Виселка,Кагарлицький,Київська,04.02.2016,984-VIII,Верховна Рада України,26.02.2016,"9, ст. 96"
село,Петрівське,Виселкове,Кагарлицький,Київська,04.02.2016,984-VIII,Верховна Рада України,26.02.2016,"9, ст. 96"
село,Петрівське,Горохівське,Кагарлицький,Київська,04.02.2016,984-VIII,Верховна Рада України,26.02.2016,"9, ст. 96"
село,Петрівське,Святопетрівське,Києво-Святошинський,Київська,04.02.2016,984-VIII,Верховна Рада України,26.02.2016,"9, ст. 96"
село,Петрівське,Старий Міст,Іванківський,Київська,04.02.2016,984-VIII,Верховна Рада України,26.02.2016,"9, ст. 96"
село,Петрівське,Петрівка,Зачепилівський,Харківська,04.02.2016,984-VIII,Верховна Рада України,26.02.2016,"9, ст. 96"
село,Петрівське,Українське,Лозівський,Харківська,04.02.2016,984-VIII,Верховна Рада України,26.02.2016,"9, ст. 96"
